Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
Florida,Nov-18,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,11/1/18,11/30/18,Florida,19,Value,164871,-0.00091503,0.085255959,0.966314721,0.00%,0.10%,28588,-7.50%,3.90%,133382,2.70%,11.60%,55,2,-9,167,0.011981847,0.036094439,271700,0.012357627,0.038328368,154,-0.00226825,0.067750889,$247K,1.00%,5.70%,4.7,0.5,0.4,37087,-10.80%,3.40%,1,0.295961827,-0.021066249,-0.043846419,,19893,-12.80%,-1.10%,30,0.20906869,-0.023798001,0.02631806,-1,4,0.110640828,-0.002019283,-0.006367309
Kentucky,Jan-21,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,1/1/21,1/31/21,Kentucky,37,Value,6919,-0.040227493,-0.287362241,0.977835669,-0.50%,0.80%,2464,-27.60%,13.10%,3829,-10.10%,-41.50%,27,7,-20,128,0.030890762,0.123509644,214000,0.045464577,0.099940797,122,0.00131093,0.139648972,$204K,-2.80%,13.80%,1.6,0.3,-1.4,2695,10.00%,-9.70%,1,0.526671224,0.051862653,0.069035594,,2579,5.20%,20.70%,30,0.182815356,0.011688596,-0.013520521,-1,4,0.201704545,-0.035508858,0.07366416
Kentucky,Jun-21,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,6/1/21,6/30/21,Kentucky,37,Value,8059,0.057472773,-0.174790088,1.005458013,0.40%,2.30%,3979,11.70%,3.70%,4160,11.20%,-22.50%,11,-2,-15,134,-0.008525265,0.098498262,234900,-0.00396475,0.066738964,134,0.010880304,0.152171575,$241K,5.30%,14.30%,1,0,-0.4,4362,8.50%,7.70%,1,0.622623241,-0.058647599,0.04671828,,3655,1.30%,0.20%,30,0.244951923,0.049229998,0.016891554,-1,4,0.428499623,0.024065158,0.194462615
Massachusetts,Jul-20,All Residential,State,FALSE,MA,,9/12/21 15:00,,Northeast Region,7/1/20,7/31/20,Massachusetts,45,Value,22051,-0.013731103,-0.160537536,1.001999034,0.60%,0.30%,8040,32.20%,1.40%,12867,-1.90%,-27.80%,25,-2,7,320,-0.033710759,0.147449436,523800,-0.030888378,0.137917159,309,0.03053682,0.049956064,$507K,4.20%,5.40%,1.6,-0.6,-0.6,9062,-4.60%,20.60%,1,0.319440229,-0.034390349,0.098834443,,7847,2.70%,11.10%,30,0.215978861,-0.006201017,-0.05049341,-1,4,0.443905473,0.051171624,0.035984181
Minnesota,Jun-19,All Residential,State,FALSE,MN,,9/12/21 15:00,,Midwest Region,6/1/19,6/30/19,Minnesota,49,Value,27832,0.037655656,-0.028788778,0.998828167,0.10%,-0.20%,9151,11.40%,-5.20%,18621,5.90%,-4.30%,24,-3,-5,140,-0.005540317,0.039967664,266600,-0.02131438,0.031070603,139,-0.004781383,0.039174349,$269K,1.60%,6.30%,2,-0.1,0,10505,-12.30%,-3.10%,1,0.4237019,-0.065030062,0.055256181,,8082,0.30%,1.30%,30,0.252349498,0.027790089,0.048966638,-1,4,0.402797508,0.00934491,-0.020625915
Nebraska,Nov-20,All Residential,State,FALSE,NE,,9/12/21 15:00,,Midwest Region,11/1/20,11/30/20,Nebraska,6,Value,2963,-0.169795461,-0.304296783,1.002430816,-0.10%,2.00%,1652,-17.50%,11.70%,1576,-12.00%,-43.50%,10,1,-13,120,0.004297008,0.069553022,222600,-0.006324143,0.117247673,120,-0.001570149,0.098421523,$238K,2.50%,15.80%,1,0.1,-0.9,1184,-34.20%,0.50%,1,0.634462178,-0.047421605,0.210560608,,1248,-24.60%,3.70%,30,0.196700508,-0.040171001,-0.034289449,-1,4,0.426150121,-0.001921807,0.172600425
New Hampshire,Jan-19,All Residential,State,FALSE,NH,,9/12/21 15:00,,Northeast Region,1/1/19,1/31/19,New Hampshire,10,Value,7106,-0.076062931,-0.015243902,0.974292767,-0.10%,0.30%,1088,-32.50%,-13.50%,5421,-4.70%,-1.60%,87,14,-7,156,-0.002279595,0.058264213,279900,0.081623096,0.03523251,143,0.026648133,0.056706687,$267K,6.00%,6.10%,5,1.5,0.6,1466,66.00%,10.60%,1,0.262778206,0.125274442,0.074147968,,768,-22.40%,2.50%,30,0.130049806,0.024564574,0.026783019,-1,4,0.263786765,-0.018025774,0.012594396
New York,May-18,All Residential,State,FALSE,NY,,9/12/21 15:00,,Northeast Region,5/1/18,5/31/18,New York,16,Value,75938,0.083497417,-0.033437281,0.977558907,0.30%,0.30%,11415,18.90%,-4.90%,60441,9.10%,-4.30%,67,-15,-15,347,-0.077978911,0.091900812,489400,-0.064578878,0.097327427,330,-0.002233394,0.018199793,$409K,-0.50%,3.70%,5.3,-0.5,0,21822,10.20%,5.80%,1,0.276334507,0.013142633,0.053032253,,11169,12.00%,6.30%,30,0.153670522,-0.006180779,0.021419354,-1,4,0.239159001,0.013765813,0.022224257
Ohio,Jan-19,All Residential,State,FALSE,OH,,9/12/21 15:00,,Midwest Region,1/1/19,1/31/19,Ohio,22,Value,40495,-0.037849268,-0.016204266,0.959894397,-0.50%,-0.20%,7234,-23.90%,-3.40%,30909,-0.40%,-2.40%,69,8,-2,98,0.068465148,0.054555756,160200,0.109878997,0.081387356,91,-0.037233717,0.05918459,$145K,-5.40%,5.20%,4.3,1,0.1,9744,50.70%,2.00%,1,0.184174445,0.048626936,0.003960019,,5543,-15.60%,3.70%,30,0.163544599,0.032573428,0.020804777,-1,4,0.142936135,-0.018819285,-0.010416791
Ohio,Sep-19,All Residential,State,FALSE,OH,,9/12/21 15:00,,Midwest Region,9/1/19,9/30/19,Ohio,22,Value,51739,-0.035745569,-0.036930179,0.972664181,-0.30%,0.00%,12143,-13.60%,6.30%,38052,-1.10%,-6.30%,50,1,-2,104,0.000652417,0.053846615,167900,-0.004723871,0.047280731,103,-0.00808864,0.053554987,$170K,-2.00%,5.80%,3.1,0.4,-0.5,13659,-11.40%,7.00%,1,0.161425574,-0.000384878,0.016264138,,10192,-13.60%,6.50%,30,0.229554294,-0.095634164,0.010912772,-1,4,0.217326855,-0.021713851,0.015575541
Oregon,Nov-19,All Residential,State,FALSE,OR,,9/12/21 15:00,,West Region,11/1/19,11/30/19,Oregon,24,Value,16632,-0.120372329,-0.073013042,0.987262377,-0.10%,0.00%,4634,-15.60%,0.60%,11667,-11.40%,-11.50%,48,5,0,215,0.002333418,0.038784391,366000,0.007936089,0.068090943,210,-0.000932659,0.042142124,$367K,1.00%,8.40%,2.5,0.1,-0.4,3582,-25.40%,-3.30%,1,0.341115043,0.006664295,0.056997293,,3400,-19.20%,6.60%,30,0.207251221,-0.096934754,-0.025250485,-1,4,0.246655158,-0.018104318,0.000942112
Oregon,Aug-21,All Residential,State,FALSE,OR,,9/12/21 15:00,,West Region,8/1/21,8/31/21,Oregon,24,Value,14531,0.011555865,-0.088451164,1.020706557,-0.90%,1.80%,6504,-5.60%,-1.60%,7686,0.60%,-12.40%,12,1,-12,274,0.008481495,0.170588709,475100,-0.001975762,0.159126451,273,0.002353126,0.196369586,$477K,-0.10%,17.80%,1.2,0.1,-0.1,6927,-9.90%,3.80%,1,0.57093562,-0.039293634,0.003658501,,6433,0.90%,4.70%,30,0.343611762,0.050140612,0.109792254,-1,4,0.554735547,-0.045177383,0.151072765
Pennsylvania,Jan-19,All Residential,State,FALSE,PA,,9/12/21 15:00,,Northeast Region,1/1/19,1/31/19,Pennsylvania,26,Value,37704,-0.000900949,-0.120031741,0.96432257,-0.30%,-0.20%,6677,-24.50%,-8.20%,28808,0.80%,-12.50%,57,9,-13,130,0.057990122,0.035794616,212100,0.099965103,0.028572688,124,-0.015643581,0.019209926,$195K,-4.10%,0.50%,4.3,1.1,-0.2,9480,64.10%,4.50%,1,0.33520613,0.07599418,-0.000844045,,5331,-1.60%,-1.80%,30,0.219244654,0.060572809,0.073748118,-1,4,0.147820878,-0.024401972,-0.017929535
Texas,Sep-20,All Residential,State,FALSE,TX,,9/12/21 15:00,,South Region,9/1/20,9/30/20,Texas,36,Value,93300,-0.059020494,-0.205801987,0.986298374,0.10%,0.80%,31110,-2.50%,27.40%,60839,-4.20%,-30.70%,33,1,-12,143,0.010729916,0.091708022,288200,0.014476647,0.103668992,135,0.004066189,0.074384824,$280K,-0.20%,10.40%,2,0,-1.6,30471,-7.70%,7.20%,1,0.3913172,-0.033980981,0.098801785,,25496,-8.90%,25.20%,30,0.234093263,-0.013746171,-0.067309379,-1,4,0.240662167,0.00954813,0.085479864
Utah,Dec-19,All Residential,State,FALSE,UT,,9/12/21 15:00,,West Region,12/1/19,12/31/19,Utah,38,Value,10244,-0.151354486,-0.214176128,0.990619551,0.00%,-0.10%,3521,-0.10%,12.20%,7145,-13.20%,-27.90%,45,5,2,200,0.159495814,0.190974263,370600,0.00333535,-0.020476033,174,-0.0115816,0.122060503,$361K,2.80%,15.40%,2,-0.3,-1.2,2092,-26.60%,-6.50%,1,0.291596937,-0.007695926,0.005186192,,2184,-24.80%,4.80%,30,0.162351295,-0.088529522,0.033931305,-1,4,0.262709458,-0.03155842,-0.014218522
Washington,Jan-19,All Residential,State,FALSE,WA,,9/12/21 15:00,,West Region,1/1/19,1/31/19,Washington,44,Value,23272,0.00133385,0.181679699,0.986605919,-0.20%,-1.30%,5889,-24.10%,-11.40%,14912,-5.10%,34.30%,47,6,12,246,0.089676348,0.088887773,444100,0.134767309,0.090623514,226,-0.012789154,0.044796802,$399K,-1.50%,6.10%,2.5,0.5,0.8,7677,90.40%,0.70%,1,0.497349428,0.162788699,-0.103768496,,5616,13.50%,-13.30%,30,0.240879828,0.070637261,0.083397386,-1,4,0.237901172,-0.008329984,-0.097839987
Alabama,Feb-19,All Residential,State,FALSE,AL,,9/12/21 15:00,,South Region,2/1/19,2/28/19,Alabama,1,Value,12392,0.065337001,0.007643519,0.972019007,-0.10%,0.20%,2209,23.90%,6.50%,9975,4.40%,-0.40%,86,1,-8,105,0.042581573,0.070420604,213200,0.073567854,0.076495656,96,0.030695895,0.06221737,$180K,-1.20%,1.10%,4.5,-0.9,-0.3,2964,7.90%,3.60%,1,0.147894256,-0.010079678,-0.017860233,,1314,26.60%,12.30%,30,0.079598997,-0.013850144,0.004112228,-1,4,0.249434133,0.025093135,0.0421053
Alabama,Aug-19,All Residential,State,FALSE,AL,,9/12/21 15:00,,South Region,8/1/19,8/31/19,Alabama,1,Value,13622,-0.025817064,-0.023792461,0.975847627,-0.40%,0.10%,3378,0.20%,6.80%,9989,-3.30%,-6.40%,52,-2,-11,104,0.000768396,0.06054982,200500,-0.018372277,0.061544021,102,0.000112608,0.061267254,$203K,0.70%,8.60%,3,-0.1,-0.4,3436,-5.10%,5.00%,1,0.19380804,0.002084329,0.097240109,,2519,-5.20%,16.60%,30,0.183601962,-0.004587776,0.0597264,-1,4,0.202190645,-0.045436875,-0.049705688
California,Mar-21,All Residential,State,FALSE,CA,,9/12/21 15:00,,West Region,3/1/21,3/31/21,California,9,Value,83355,0.118198648,-0.116674615,1.028007757,1.20%,2.60%,35338,38.90%,29.10%,42652,-0.20%,-32.80%,23,-5,-9,446,0.011546457,0.186364436,731200,0.023711811,0.169089591,448,0.052854327,0.187025774,$723K,5.40%,20.00%,1.2,-0.5,-1.1,40939,24.10%,23.70%,1,0.549855672,0.009058835,0.122641734,,35969,34.00%,48.10%,30,0.143182031,0.022973298,-0.023894213,-1,4,0.580678024,0.069241143,0.17841277
Colorado,Dec-18,All Residential,State,FALSE,CO,,9/12/21 15:00,,West Region,12/1/18,12/31/18,Colorado,11,Value,18743,-0.172969157,0.159695582,0.985753882,-0.10%,-0.50%,5110,-10.70%,-12.10%,12398,-18.60%,24.30%,40,8,8,195,0.019632076,0.082031252,383000,0.005627351,0.054861593,158,-0.001290277,0.034491222,$401K,1.80%,5.10%,2.4,-0.3,0.7,3592,-39.80%,-7.10%,1,0.286900599,-0.033666006,-0.119167422,,4583,-19.70%,-1.40%,30,0.177609292,-0.11158611,0.03486671,-1,4,0.178473581,-0.024848097,-0.080167863
Delaware,Aug-21,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,8/1/21,8/31/21,Delaware,15,Value,2596,0.035500598,0.044668008,1.006379901,-0.30%,1.60%,1112,0.30%,8.80%,1296,-6.90%,-6.00%,13,3,-11,157,0.001681177,0.117523712,281800,-0.019845022,0.066596452,158,0.01381859,0.15263056,$294K,-3.50%,12.20%,1.2,-0.1,-0.1,1208,-6.50%,17.90%,1,0.548214711,-0.03240434,0.02797228,,1218,15.60%,31.40%,30,0.270061728,0.027964027,0.06629088,-1,4,0.411870504,-0.027263852,0.130070112
Georgia,Feb-19,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,2/1/19,2/28/19,Georgia,21,Value,42464,0.005969866,0.046014386,0.976601883,0.20%,0.00%,8270,21.20%,-3.80%,31168,0.30%,5.90%,57,1,4,128,0.038118883,0.055059784,268900,0.073765725,0.042011093,119,0.021654977,0.053376239,$236K,2.00%,4.90%,3.8,-0.8,0.4,11817,3.60%,-4.00%,1,0.43001013,0.078034196,-0.038303515,,7501,13.60%,1.90%,30,0.167928645,-0.01586175,0.025615331,-1,4,0.181257557,0.006924126,-0.018370176
Iowa,Oct-18,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,10/1/18,10/31/18,Iowa,33,Value,5501,0.021731055,-0.153171182,0.98129226,-0.10%,-0.10%,1214,8.50%,-3.80%,4071,-2.20%,-20.00%,38,0,-34,143,0.021061189,0.039558416,202200,0.05392458,0.035467487,134,-0.100935564,0.014971556,$188K,-3.20%,-1.60%,3.4,-0.3,-0.6,1403,3.50%,6.50%,1,0.390921442,-0.036069484,0.337353244,,1039,15.40%,20.10%,30,0.229918939,0.008097261,0.225793202,-1,4,0.190280066,-0.059049693,-0.043475877
Indiana,Jul-19,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,7/1/19,7/31/19,Indiana,31,Value,12665,0.028587672,-0.002441714,0.98031946,-0.20%,-0.10%,4439,2.00%,4.70%,8102,3.60%,-2.10%,18,2,1,99,0.015875696,0.092915391,202400,0.003554618,0.107424344,95,-0.004300043,0.052552132,$201K,-2.40%,8.40%,1.8,0,-0.2,4899,1.80%,0.30%,1,0.511259254,-0.040440488,0.004507547,,3880,-0.40%,0.50%,30,0.344976549,0.032180946,-0.00438901,-1,4,0.210182474,-0.014030713,-0.003597611
Indiana,Oct-19,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,10/1/19,10/31/19,Indiana,31,Value,12443,0.004926506,-0.011675933,0.974658682,-0.10%,0.30%,3807,1.10%,3.00%,8386,0.70%,-2.70%,23,1,-1,97,-0.00400176,0.06821929,194100,-0.020639475,0.07587331,95,0.00882214,0.085851158,$196K,3.00%,11.60%,2.2,0,-0.1,4203,0.20%,4.30%,1,0.455564469,-0.03508913,0.029816279,,3257,-1.80%,5.60%,30,0.380276652,0.025732288,-0.007070998,-1,4,0.156291043,-0.021834787,0.000945982
Indiana,Jun-20,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,6/1/20,6/30/20,Indiana,31,Value,10398,0.013845554,-0.155114975,0.983652388,0.40%,0.10%,4316,30.70%,-0.80%,5504,-5.70%,-29.60%,17,0,1,108,0.013319097,0.111385453,224100,-0.014302902,0.111015311,103,0.014150309,0.071207226,$213K,0.90%,3.30%,1.3,-0.5,-0.5,4638,4.30%,-3.60%,1,0.612194229,0.003919535,0.06037986,,4184,10.10%,7.40%,30,0.281068314,0.021256832,-0.031887307,-1,4,0.24768304,0.032056147,0.023648113
Kansas,Nov-18,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,11/1/18,11/30/18,Kansas,35,Value,4205,-0.111181568,-0.006379962,0.9731496,1.00%,3.10%,1148,-9.50%,-6.40%,166,-6.20%,8.50%,37,0,-1,118,-0.0170165,0.032668232,240800,-0.044828146,0.056417561,116,0.001355996,0.049182505,$246K,2.30%,7.30%,0.1,0,0,949,-24.40%,-7.40%,1,0.327682306,0.007368115,0.044181135,,26,-29.70%,-3.70%,30,0.198795181,0.001055068,0.035396488,-1,4,0.261904762,0.139455782,0.095238095
Kansas,May-19,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,5/1/19,5/31/19,Kansas,35,Value,4806,0.062099448,-0.028305702,0.967980132,-0.30%,2.60%,1652,35.30%,0.80%,142,0.70%,-7.80%,22,-1,-8,124,0.001938336,0.030413591,274600,-0.042441035,0.052836871,125,0.000716236,0.012215905,$275K,5.80%,9.90%,0.1,0,0,1893,-1.70%,-0.80%,1,0.475561053,-0.084047425,0.067063732,,34,61.90%,-2.90%,30,0.126760563,0.048746379,0.00338394,-1,4,0.211538462,0.035067873,0.072003578
Louisiana,Dec-20,All Residential,State,FALSE,LA,,9/12/21 15:00,,South Region,12/1/20,12/31/20,Louisiana,39,Value,7736,-0.072533269,-0.275587602,0.980095217,0.10%,1.00%,2746,10.30%,36.50%,5418,-6.10%,-36.20%,30,-5,-31,140,-0.024191608,0.087082171,243600,-0.045057417,0.126901986,137,-0.005650605,0.063566464,$242K,-2.70%,8.00%,2,-0.3,-2.2,2037,-15.40%,17.60%,1,0.452537279,-0.061454771,0.088764634,,1682,-11.50%,40.60%,30,0.159653008,-0.057120514,0.009894554,-1,4,0.17370721,0.000614841,0.049452737
Louisiana,Apr-21,All Residential,State,FALSE,LA,,9/12/21 15:00,,South Region,4/1/21,4/30/21,Louisiana,39,Value,7789,-0.029045126,-0.26421689,0.983818762,0.30%,0.70%,3120,4.80%,53.30%,4388,-2.80%,-47.10%,24,-8,-24,155,0.01780894,0.127132092,273100,0.01551198,0.093911385,147,0.014458335,0.12855682,$259K,1.30%,14.40%,1.4,-0.1,-2.7,3312,0.40%,54.30%,1,0.599611431,-0.008521188,0.223873261,,2852,3.60%,89.00%,30,0.218322698,-0.021269862,0.073967957,-1,4,0.243269231,0.0443445,0.103220091
Maryland,Jul-21,All Residential,State,FALSE,MD,,9/12/21 15:00,,South Region,7/1/21,7/31/21,Maryland,43,Value,23026,0.055270394,-0.059049487,1.016867996,-0.40%,2.20%,9761,-10.20%,2.00%,13126,16.00%,-7.00%,15,2,-18,195,-0.009386566,0.098955705,373300,-0.015694487,0.078577123,197,-0.002176613,0.138134339,$386K,-0.10%,10.00%,1.3,0.3,-0.2,11785,2.40%,22.40%,1,0.536056563,-0.027850427,0.058410052,,9306,-5.90%,12.00%,30,0.256666159,0.012832722,0.026223982,-1,4,0.504558959,-0.00100733,0.189968658
Maine,Nov-18,All Residential,State,FALSE,ME,,9/12/21 15:00,,Northeast Region,11/1/18,11/30/18,Maine,41,Value,8734,-0.107774032,0.012990026,0.961653738,-0.40%,-0.10%,1755,-8.80%,2.00%,7037,-6.70%,4.30%,48,7,-13,134,-0.045123574,0.037715391,218800,-0.020132476,0.080959327,133,-0.035505567,0.029098021,$222K,2.80%,6.80%,4,0.1,0.1,1258,-37.20%,6.00%,1,0.333371519,0.000344087,0.000181587,,1019,-31.20%,9.20%,30,0.170953531,-0.098628974,-0.016027489,-1,4,0.161253561,-0.033032153,-0.009577351
Michigan,Apr-18,All Residential,State,FALSE,MI,,9/12/21 15:00,,Midwest Region,4/1/18,4/30/18,Michigan,47,Value,44626,0.091420466,0.117130198,0.980125534,0.60%,0.10%,11957,13.40%,19.10%,29121,8.50%,5.60%,29,-12,-3,123,0.026685102,0.101961294,200100,0.034054216,0.079730196,115,0.048202168,0.096525535,$177K,5.00%,9.10%,2.4,-0.1,-0.3,18202,13.40%,27.10%,1,0.55950194,-0.001642418,0.023919361,,12724,20.00%,28.00%,30,0.220425123,0.021692125,0.041383446,-1,4,0.30367149,0.05478555,0.034321953
Minnesota,Jan-21,All Residential,State,FALSE,MN,,9/12/21 15:00,,Midwest Region,1/1/21,1/31/21,Minnesota,49,Value,11870,-0.089235019,-0.283645142,0.997879381,-0.10%,1.60%,4613,-34.20%,16.50%,6826,-7.90%,-41.40%,32,5,-23,161,0.030452297,0.09840816,301700,0.062330605,0.064233854,152,-0.004156359,0.104712766,$278K,-2.20%,9.60%,1.5,0.4,-1.4,4534,27.40%,-2.70%,1,0.503400337,0.131070574,0.124267576,,3960,-11.30%,23.60%,30,0.15221213,-0.016501596,-0.006445841,-1,4,0.403208324,-0.002609443,0.163056809
North Carolina,Aug-20,All Residential,State,FALSE,NC,,9/12/21 15:00,,South Region,8/1/20,8/31/20,North Carolina,18,Value,38323,-0.042044744,-0.139292532,0.990866822,0.20%,0.90%,11536,-10.20%,3.40%,25855,-3.30%,-21.20%,49,-3,-5,145,-0.002399395,0.091367655,286500,-0.019454251,0.105521657,141,0.016822789,0.084558115,$287K,2.30%,12.40%,2.2,0.1,-0.7,12018,-5.90%,1.70%,1,0.273512021,0.02257189,0.076936071,,6160,-0.10%,17.00%,30,0.138619223,-0.005584218,-0.077248667,-1,4,0.340065881,0.027210629,0.086143169
New Hampshire,Aug-21,All Residential,State,FALSE,NH,,9/12/21 15:00,,Northeast Region,8/1/21,8/31/21,New Hampshire,10,Value,5748,-0.091081594,-0.278070836,1.025435564,-1.00%,2.40%,2508,3.60%,-5.80%,3989,0.20%,-21.20%,29,5,-18,208,0.032701261,0.172441153,368600,-0.015271351,0.119090286,208,0.010575799,0.195031368,$386K,2.20%,18.00%,1.6,0,-0.3,1822,-26.00%,-37.70%,1,0.251406967,-0.167098324,-0.16159185,,1509,-28.80%,-36.20%,30,0.183253948,0.016964071,0.06119193,-1,4,0.607655502,-0.061076427,0.103147614
New Jersey,Aug-21,All Residential,State,FALSE,NJ,,9/12/21 15:00,,Northeast Region,8/1/21,8/31/21,New Jersey,12,Value,42384,-0.016041788,-0.123446322,1.022268357,-0.20%,3.00%,12821,-0.50%,-4.60%,29035,-1.60%,-12.30%,31,2,-9,249,0.00807178,0.068919557,414700,-0.006711537,0.050464727,253,-0.006122558,0.156294278,$432K,0.40%,11.80%,2.3,0,-0.2,13109,-12.50%,-17.30%,1,0.298528135,-0.019555781,-0.06048348,,10922,-3.80%,-6.80%,30,0.159014982,0.003039244,0.005038671,-1,4,0.589813587,-0.005326542,0.243136007
Nevada,May-20,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,5/1/20,5/31/20,Nevada,8,Value,17084,0.066883157,-0.234930587,0.982175415,-0.20%,-0.10%,2783,-12.60%,-48.50%,13039,4.00%,-20.00%,48,5,-2,189,0.029571603,0.053387418,341800,0.057081017,0.065891749,180,0.012391885,0.029415119,$316K,1.40%,5.40%,4.7,0.8,1.7,4729,24.40%,-30.90%,1,0.263970534,0.038050402,-0.004602946,,3098,18.20%,-28.50%,30,0.196180689,0.019719481,-0.064955647,-1,4,0.193675889,-0.033468314,0.010764848
New York,May-19,All Residential,State,FALSE,NY,,9/12/21 15:00,,Northeast Region,5/1/19,5/31/19,New York,16,Value,78259,0.065038106,0.030564408,0.978919932,0.40%,0.10%,11610,16.00%,1.70%,62320,6.70%,3.10%,70,-15,3,347,-0.07513202,0.000430868,492800,-0.076826547,0.006770416,331,-0.017396378,0.014131987,$422K,-1.40%,3.20%,5.4,-0.4,0.1,21354,6.10%,-2.10%,1,0.265602867,-0.005888553,-0.01073164,,10967,9.70%,-1.80%,30,0.212130937,0.030812444,0.058460415,-1,4,0.233074935,0.019424491,-0.006084066
Ohio,Oct-18,All Residential,State,FALSE,OH,,9/12/21 15:00,,Midwest Region,10/1/18,10/31/18,Ohio,22,Value,53606,-0.002344971,-0.019175175,0.968412623,-0.50%,0.00%,12081,5.80%,0.90%,39378,-3.10%,-3.20%,55,3,-4,98,-0.006889056,0.063661923,155800,-0.028257764,0.063455013,96,-0.014566736,0.063190737,$154K,-3.90%,4.70%,3.3,-0.3,-0.1,13416,5.10%,5.80%,1,0.151132243,0.006462514,-0.001759191,,9864,3.10%,7.00%,30,0.243359236,0.024577698,0.038858498,-1,4,0.187898353,-0.013869854,0.01507844
Oregon,Sep-20,All Residential,State,FALSE,OR,,9/12/21 15:00,,West Region,9/1/20,9/30/20,Oregon,24,Value,14459,-0.092797089,-0.278672986,1.005738111,0.30%,1.60%,6602,0.00%,26.00%,8179,-6.80%,-42.70%,22,-2,-18,236,0.00933417,0.102441991,414300,0.010648369,0.112278304,232,0.012313551,0.097912761,$412K,1.80%,14.40%,1.2,-0.1,-1.5,5787,-13.20%,7.00%,1,0.551080336,-0.016281833,0.19512098,,5476,-10.90%,27.20%,30,0.211150507,-0.022634971,-0.095485328,-1,4,0.431535898,0.027902287,0.157767284
Pennsylvania,Sep-18,All Residential,State,FALSE,PA,,9/12/21 15:00,,Northeast Region,9/1/18,9/30/18,Pennsylvania,26,Value,46203,-0.044563464,-0.153294971,0.974650481,-0.20%,0.30%,9875,-23.20%,-7.10%,34800,-0.50%,-19.60%,40,1,-12,133,0.040181067,0.030358871,218300,0.049239301,0.003480052,130,-0.019601769,0.048048863,$210K,-4.70%,4.10%,3.5,0.8,-0.6,11859,-9.60%,-4.30%,1,0.330890929,0.005059618,0.017347391,,8077,-18.00%,11.20%,30,0.289655172,0.033359977,0.091479653,-1,4,0.192,-0.010518853,0.020614429
Rhode Island,Jul-18,All Residential,State,FALSE,RI,,9/12/21 15:00,,Northeast Region,7/1/18,7/31/18,Rhode Island,28,Value,6881,0.016095688,0.061882716,0.987540121,0.00%,0.30%,1477,-11.70%,1.60%,5229,4.20%,8.60%,46,-1,-5,164,-0.024459237,0.022490471,291100,-0.039081506,0.070434491,161,-0.023379489,0.035475886,$281K,-1.90%,6.00%,3.5,0.5,0.2,1920,-10.40%,14.00%,1,0.216536696,-0.037992633,-0.053537167,,1276,-9.00%,-2.40%,30,0.216484988,0.011780981,0.028115309,-1,4,0.318212593,-0.009342697,0.038295124
Rhode Island,Jan-21,All Residential,State,FALSE,RI,,9/12/21 15:00,,Northeast Region,1/1/21,1/31/21,Rhode Island,28,Value,3331,-0.097289973,-0.240191606,1.003260855,-0.20%,2.50%,1072,-35.80%,10.10%,2048,-5.80%,-35.00%,41,4,-23,193,0.019198444,0.130249772,337300,-0.000441255,0.100883933,185,0.007349723,0.162724771,$333K,-0.30%,10.90%,1.9,0.6,-1.3,1167,20.20%,1.60%,1,0.356389211,0.086378758,0.085136282,,985,-20.40%,34.40%,30,0.092285156,-0.008957366,-0.053111669,-1,4,0.479477612,-0.020522388,0.235124429
